,video_title,video_like,video_forward,video_comment,video_user,video_fans,video_whole_like,video_comment_male_rate,video_url,video_comment_female_rate,goods_name,goods_price,goods_money_rate,goods_whole_sale,goods_month_sale,goods_thirty_days_transfer_rate,goods_thirty_days_video_num,goods_thirty_days_recommend_person_num,bgm
154,这个不是以前最流行的黑框眼镜吗！真的太好看了～不挑脸型～不想化妆戴着就出门#眼镜 #素颜,1,0,2,星黛露甜心,"1,045","8,849",男 %,https://www.iesdouyin.com/share/video/6851870209893043467/?region=CN&mid=6834031867659766536&u_code=0&titleType=title,% 女,GM超大黑框粗眼镜女显瘦网红素颜韩版复古潮圆脸近视有度数眼睛架,¥7.90,40.00%,1.2万,"4,581",5.95%,49,49,我是不是你最爱的人 - 陈思宇
155,万能素颜眼镜～女孩子不想化妆戴个黑框眼镜涂个口红就能出门，真的太显脸小了！#眼镜 #素颜,557,14,99,金煎妮,"1,416",2.1w,男 %,https://www.iesdouyin.com/share/video/6851826889858813195/?region=CN&mid=6821078827117644558&u_code=0&titleType=title,% 女,GM超大黑框粗眼镜女显瘦网红素颜韩版复古潮圆脸近视有度数眼睛架,¥7.90,40.00%,1.2万,"4,581",5.95%,49,49,As If It’s Your Last (像最后一样) - BLACKPINK
156,#素颜 #眼镜 花5.9米买个随时出门不用化妆的神器 早上可以睡多半个小时不香吗 姐妹们 给我买她,1,0,5,奶油草莓 🍓,795,"8,202",男 %,https://www.iesdouyin.com/share/video/6851909375838260488/?region=CN&mid=6851909391442103048&u_code=0&titleType=title,% 女,GM超大黑框粗眼镜女显瘦网红素颜韩版复古潮圆脸近视有度数眼睛架,¥7.90,40.00%,1.2万,"4,581",5.95%,49,49,想你想你想我 - PRC 巴音汗
157,大家早上都喜欢吃什么早点！我先来：麦片…#发现我的好运,420,0,13,可可酱,5.8w,65.5w,男 0.00%,https://www.iesdouyin.com/share/video/6849084265318141184/?region=CN&mid=6849081460733922061&u_code=4gg3mb56kjhl&titleType=title,100.00% 女,水果坚果燕麦片营养早餐即食冲饮酸奶果粒代餐粥饱腹速食懒人食品,¥9.80,30.00%,18.8万,3.5万,3.97%,546,546,鬼火の童・鬼切、虎徹にございます! - 増田俊郎
158,#感谢官方 #官方大大我要热门,388,2,5,柠檬绿茶🍵,3.1w,14.8w,男 0.00%,https://www.iesdouyin.com/share/video/6849158410211052815/?region=CN&mid=6849158433023838983&u_code=2cdeja885129&titleType=title,100.00% 女,水果坚果燕麦片营养早餐即食冲饮酸奶果粒代餐粥饱腹速食懒人食品,¥9.80,30.00%,18.8万,3.5万,3.97%,546,546,Betrayal Voices - Immediate Music
159,@凤雪美食发了一个抖音短视频，你尽管点开，不好看算我输！,673,0,11,凤雪美食,471.1w,"1,947.3w",男 42.86%,https://www.iesdouyin.com/share/video/6849581692038958336/?region=CN&mid=6848091380607224583&u_code=1i44911lad9m&titleType=,57.14% 女,水果坚果燕麦片营养早餐即食冲饮酸奶果粒代餐粥饱腹速食懒人食品,¥9.80,30.00%,18.8万,3.5万,3.97%,546,546,浪子回头 (改编版) - 大石桥联盟
160,夏天不穿裙子的男生，一定要有一条冰丝西装裤啊，太凉快百搭了#穿搭 #夏天 #男生,7.7w,680,645,林帆裤行 79 两 条,"7,186",17w,男 %,https://www.iesdouyin.com/share/video/6851810679960243464/?region=CN&mid=6851810681629559565&u_code=4a7f7138h8df&titleType=title,% 女,垂感冰丝休闲裤男士宽松夏季薄款九分西裤运动束脚韩版潮流长裤子,¥49.00,0.00%,"6,183","3,195",2.87%,1,1,A Thousand Miles - Josh Vietti
161,老公买了个新玩具，真正的解放了我的双手，在客厅拖地都能听见他在房里傻乐，自己能玩一天，这个小猪爬楼梯真不错,88,5,4,🍓西子妈,"9,940",6.4w,男 0.00%,https://www.iesdouyin.com/share/video/6851051231385832711/?region=CN&mid=6835840406056766215&u_code=0&titleType=title,100.00% 女,爬楼梯轨道音乐发光玩具宝宝生日礼物玩耍益智玩具,¥26.00,26.00%,"3,892","3,805",3.34%,14,14,童年 (片段) - 打碗哥
162,@好物我先用发了一个抖音短视频，你尽管点开，不好看算我输！,79,0,1,好物我先用,1.5w,5.9w,男 100.00%,https://www.iesdouyin.com/share/video/6850302380039359759/?region=CN&mid=6850302379008477960&u_code=18j74dc56ak1&titleType=,0.00% 女,爬楼梯轨道音乐发光玩具宝宝生日礼物玩耍益智玩具,¥26.00,26.00%,"3,892","3,805",3.34%,14,14,童年 (片段) - 打碗哥
163,不得不承认还是宝爸会带娃，给她看这个爬楼梯的小猪，又能解放一会老母亲的双手#猪猪爬楼梯@抖音小助手,47,1,2,言言麻麻,5.1w,60w,男 0.00%,https://www.iesdouyin.com/share/video/6851130115259174158/?region=CN&mid=6835840406056766215&u_code=107m6kmka9dj&titleType=title,100.00% 女,爬楼梯轨道音乐发光玩具宝宝生日礼物玩耍益智玩具,¥26.00,26.00%,"3,892","3,805",3.34%,14,14,童年 (片段) - 打碗哥
164,陈赫到底是谁啊？,"6,742",18,188,贫穷玩家,68.2w,987.7w,男 94.74%,https://www.iesdouyin.com/share/video/6851414890347859208/?region=CN&mid=6706783948791401224&u_code=0&titleType=title,5.26% 女,贤合庄陈赫推荐网红自热火锅懒人自煮小火锅即食自助方便速食麻辣,¥8.90,20.03%,12.3万,1.4万,2.84%,242,242,"y2002_""精彩亮总"" - DJ张喜连"
165,陈赫家的自热火锅，大哥保油呦#最dou吃货季 #在家拆个小零食 #美食趣味计划,792,3,14,零食源动力（直播中）,14.1w,50.9w,男 10.00%,https://www.iesdouyin.com/share/video/6850417968543730951/?region=CN&mid=6850417980380154637&u_code=0&titleType=title,90.00% 女,贤合庄陈赫推荐网红自热火锅懒人自煮小火锅即食自助方便速食麻辣,¥8.90,20.03%,12.3万,1.4万,2.84%,242,242,鬼新娘 (DJ木亦舟版) - 杰儿合唱团
166,一个人也能吃的火锅！巴适得很！,566,0,21,贫穷玩家,68.2w,987.7w,男 100.00%,https://www.iesdouyin.com/share/video/6851414360749886727/?region=CN&mid=6706783948791401224&u_code=0&titleType=title,0.00% 女,贤合庄陈赫推荐网红自热火锅懒人自煮小火锅即食自助方便速食麻辣,¥8.90,20.03%,12.3万,1.4万,2.84%,242,242,"y2002_""精彩亮总"" - DJ张喜连"
167,#平价 高颜值#化妆镜 精致小仙女化妆首选给你的#闺蜜 #安排#717奇妙好物在这里,"2,444",18,124,草莓波波小霸霸,1.3w,6w,男 0.00%,https://www.iesdouyin.com/share/video/6850459508133743883/?region=CN&mid=6848515641540889352&u_code=0&titleType=title,100.00% 女,米选led化妆镜带灯补光宿舍台式梳妆镜女折叠网红桌面便携小镜子,¥3.90,30.00%,8.2万,2.3万,2.45%,527,527,官方回答 (片段) - Dollyy
168,还在羡慕别人家的#化妆镜 嘛 三色灯光可调节关键还这么便宜 艾特#闺蜜 #直播 @电商小助手,849,6,244,莓莓爱酸奶🍓,1.7w,16.8w,男 4.76%,https://www.iesdouyin.com/share/video/6851022778921979151/?region=CN&mid=6838518831309572872&u_code=0&titleType=title,95.24% 女,米选led化妆镜带灯补光宿舍台式梳妆镜女折叠网红桌面便携小镜子,¥3.90,30.00%,8.2万,2.3万,2.45%,527,527,P.I.M.P (Remix) - AEZR、Neth MG
169,小仙女们都超爱的#化妆镜 ，三种灯光可选择，关键是价格超#平价 ，记得给你#闺蜜 安利～#抖音好物,"2,990",22,83,布丁种草,3.1w,24.8w,男 9.38%,https://www.iesdouyin.com/share/video/6850708700093631759/?region=CN&mid=6596625429031996168&u_code=0&titleType=title,90.63% 女,米选led化妆镜带灯补光宿舍台式梳妆镜女折叠网红桌面便携小镜子,¥3.90,30.00%,8.2万,2.3万,2.45%,527,527,我超喜欢你 - 欧阳朵
170,你和网红就差一面#化妆镜 #化妆 #闺蜜,284,2,7,张露露呀,"1,357",972,男 0.00%,https://www.iesdouyin.com/share/video/6851560459531848975/?region=CN&mid=6819129443391785736&u_code=0&titleType=title,100.00% 女,米选led化妆镜带灯补光宿舍台式梳妆镜女折叠网红桌面便携小镜子,¥3.90,30.00%,8.2万,2.3万,2.45%,527,527,万有引力 (枪声版) - 坏小欠
171,小仙女必备的#化妆镜 来咯，三色灯光可调节3.9艾特你的#闺蜜 #安排 吧！#717抖音奇妙好物市集,309,2,21,六子,36.4w,411.5w,男 21.43%,https://www.iesdouyin.com/share/video/6851068468662439171/?region=AU&mid=6836301471433247502&u_code=3ghh36hm4f3i&titleType=title,78.57% 女,米选led化妆镜带灯补光宿舍台式梳妆镜女折叠网红桌面便携小镜子,¥3.90,30.00%,8.2万,2.3万,2.45%,527,527,官方回答 (片段) - 田新宇
172,精致女孩是不是都得有#化妆镜 这款怎么样，让你#闺蜜团 看一下@抖音小助手 #学生党 #平价,117,0,1,你所喜欢的,2.8w,14.5w,男 0.00%,https://www.iesdouyin.com/share/video/6850355386214518030/?region=CN&mid=6849954295861775117&u_code=0&titleType=title,100.00% 女,米选led化妆镜带灯补光宿舍台式梳妆镜女折叠网红桌面便携小镜子,¥3.90,30.00%,8.2万,2.3万,2.45%,527,527,官方回答 (片段) - 安小木
173,"5块9的化妆镜 ，它不香吗？实用,颜值又高，快艾特 #闺蜜 看 #化妆镜",374,13,19,潮港好物日记,6.3w,31.8w,男 0.00%,https://www.iesdouyin.com/share/video/6849195311496187149/?region=CN&mid=6849195367909985032&u_code=0&titleType=title,100.00% 女,米选led化妆镜带灯补光宿舍台式梳妆镜女折叠网红桌面便携小镜子,¥3.90,30.00%,8.2万,2.3万,2.45%,527,527,Spin With You - Emma Sameth、Jeremy Zucker、Wolfe
174,想要找女朋友的，不妨试试这款##伦敦男士香水沐浴露女孩子好闻就爱上你，清爽不紧绷，最后一天，劵后@抖音小助手,20,0,0,临夏大叔（冲十万）,8.5w,349,男 %,https://www.iesdouyin.com/share/video/6849965590820490509/?region=CN&mid=6849965586760813325&u_code=0&titleType=title,% 女,英国lsphere伦敦圈层骑士香水沐浴露男士 持久留香香氛沐浴乳男,¥39.90,15.00%,8.5万,4.6万,7.37%,124,124,呼吸决定 (女声版片段) - 网络歌手
175,#网红同款 #家居好物推荐,14,0,0,七号便利店,3w,10.4w,男 %,https://www.iesdouyin.com/share/video/6851366664320126221/?region=CN&mid=6841790122153740301&u_code=2f35ge40h50a&titleType=title,% 女,英国lsphere伦敦圈层骑士香水沐浴露男士 持久留香香氛沐浴乳男,¥39.90,15.00%,8.5万,4.6万,7.37%,124,124,喜欢你 你随意 - 叶嘉
176,你绝对没用过的持久留香沐浴露#穿越时空只想见你 #广州红幸福城,19,0,1,骥骁电子商务,1.4w,3.7w,男 100.00%,https://www.iesdouyin.com/share/video/6846900209335766280/?region=CN&mid=6845871486046112525&u_code=0&titleType=title,0.00% 女,英国lsphere伦敦圈层骑士香水沐浴露男士 持久留香香氛沐浴乳男,¥39.90,15.00%,8.5万,4.6万,7.37%,124,124,呼吸决定 (女声版片段) - 网络歌手
177,#领券立减20 #男士香水沐浴露,2,0,0,德福鲜农产品商行,"4,085",1.1w,男 %,https://www.iesdouyin.com/share/video/6849914750831299843/?region=CN&mid=6849914780195900167&u_code=0&titleType=title,% 女,英国lsphere伦敦圈层骑士香水沐浴露男士 持久留香香氛沐浴乳男,¥39.90,15.00%,8.5万,4.6万,7.37%,124,124,呼吸决定 (女声版片段) - 网络歌手
178,孩子的第一个证，是妈妈给的，所以妈妈的名字在爸爸前面哦#好物推荐 @抖音小助手,569,34,21,晓芳好物推荐,"9,589",91.3w,男 0.00%,https://www.iesdouyin.com/share/video/6848478350671957255/?region=CN&mid=6801641674381626126&u_code=1961j4fdf3ba&titleType=title,100.00% 女,【网红爆款】儿童出生证明十二生肖保护本,¥29.90,0.00%,1.2万,1.1万,13.92%,8,8,酒干倘卖无 - 孙露
179,你知道宝宝出生证明有多重要吗？所以千万别乱放，推荐这款保护套给你试试#好物推荐 @抖音小助手,11,0,1,晓芳好物推荐,"9,589",91.3w,男 0.00%,https://www.iesdouyin.com/share/video/6844843724439112974/?region=CN&mid=6544193707732798221&u_code=0&titleType=title,100.00% 女,【网红爆款】儿童出生证明十二生肖保护本,¥29.90,0.00%,1.2万,1.1万,13.92%,8,8,小萌宝 (片段) - 宋子楚
180,视频同款a4纸100张3.9米包游。有须要快去抢购哦！每人限购一份。时间有限哦#宝妈 #好物推荐#抖音小助手,12,0,0,小郑好物购,"1,918","9,442",男 %,https://www.iesdouyin.com/share/video/6849943376448556301/?region=CN&mid=6837003551991253768&u_code=0&titleType=title,% 女,晨光A4纸打印复印纸70g白纸80g单包一包500张整箱5包一箱a4打印纸木浆a四纸纸品打印机纸办公用品免邮包邮,¥16.90,0.80%,55.4万,5万,15.62%,264,264,想起了你 (片段) - 王恰恰
181,刷牙这个事情，还是电动来得给力#717奇妙好物在这里,"1,254",8,34,贫穷玩家,68.2w,987.7w,男 96.00%,https://www.iesdouyin.com/share/video/6849939557505420558/?region=CN&mid=6790250914606238472&u_code=0&titleType=title,4.00% 女,南极人电动牙刷成人充电式声波全自动软毛男女美白学生党情侣牙刷,¥7.90,45.00%,42.3万,12.7万,10.53%,784,784,生生世世爱 - 吴雨霏
182,刷牙这个东西，肯定是不用动手最好！#717奇妙好物在这里,375,2,22,贫穷玩家,68.2w,987.7w,男 92.31%,https://www.iesdouyin.com/share/video/6850340360376421639/?region=CN&mid=6706783948791401224&u_code=0&titleType=title,7.69% 女,南极人电动牙刷成人充电式声波全自动软毛男女美白学生党情侣牙刷,¥7.90,45.00%,42.3万,12.7万,10.53%,784,784,"y2002_""精彩亮总"" - DJ张喜连"
183,咖上上衣➕白裤子，好看洋气！,1.4w,307,817,常熟市王孟杰服装商行,612.5w,"1,984.5w",男 6.98%,https://www.iesdouyin.com/share/video/6851435954226334983/?region=CN&mid=6826621254825642759&u_code=0&titleType=title,93.02% 女,卡曼娜 女士新款打底衫 均码：90-130斤,¥39.00,1.00%,1万,"9,623",3.55%,29,29,微笑吧 (DJ版片段) - 香子
184,白色休闲裤➕棉T，洋气显瘦！,"3,668",78,196,常熟市王孟杰服装商行,612.5w,"1,984.5w",男 5.63%,https://www.iesdouyin.com/share/video/6851167833447992589/?region=CN&mid=6839278137822415624&u_code=4035ikbacfkg&titleType=title,94.37% 女,卡曼娜 女士新款打底衫 均码：90-130斤,¥39.00,1.00%,1万,"9,623",3.55%,29,29,多年以后 - 黄静美
185,白色牛仔裤➕上衣，洋气显白！,"1,328",26,60,常熟市王孟杰服装商行,612.5w,"1,984.5w",男 0.00%,https://www.iesdouyin.com/share/video/6851194601240366350/?region=CN&mid=6839278137822415624&u_code=34k61i5ml3h3&titleType=title,100.00% 女,卡曼娜 女士新款打底衫 均码：90-130斤,¥39.00,1.00%,1万,"9,623",3.55%,29,29,多年以后 - 黄静美
186,牛仔休闲裤配song腰带，洋气！,291,17,13,常熟市王孟杰服装商行,612.5w,"1,984.5w",男 0.00%,https://www.iesdouyin.com/share/video/6851167064061775112/?region=CN&mid=6837654532160899847&u_code=1am39kdg8ked&titleType=title,100.00% 女,卡曼娜 女士新款打底衫 均码：90-130斤,¥39.00,1.00%,1万,"9,623",3.55%,29,29,我的天空 (加长版) - 刘至佳
187,弹力牛仔裤➕上衣，洋气又显瘦！,333,16,18,常熟市王孟杰服装商行,612.5w,"1,984.5w",男 16.67%,https://www.iesdouyin.com/share/video/6851182683045793032/?region=CN&mid=6792213274378619661&u_code=38695bfd1ldj&titleType=title,83.33% 女,卡曼娜 女士新款打底衫 均码：90-130斤,¥39.00,1.00%,1万,"9,623",3.55%,29,29,开始懂了 (片段) - 藤竹京
188,弹力牛仔裤➕上衣，洋气显瘦！,299,8,14,常熟市王孟杰服装商行,612.5w,"1,984.5w",男 16.67%,https://www.iesdouyin.com/share/video/6851162682888883469/?region=CN&mid=6821801861566188296&u_code=15jlfijmj827&titleType=title,83.33% 女,卡曼娜 女士新款打底衫 均码：90-130斤,¥39.00,1.00%,1万,"9,623",3.55%,29,29,"1,2,3,4 (원,투,쓰리,포) - LEE HI"
189,白色休闲裤➕上衣，一套洋气显瘦！,344,11,14,常熟市王孟杰服装商行,612.5w,"1,984.5w",男 0.00%,https://www.iesdouyin.com/share/video/6851192141197151502/?region=CN&mid=6835815971031239437&u_code=3570ge94mfe0&titleType=title,100.00% 女,卡曼娜 女士新款打底衫 均码：90-130斤,¥39.00,1.00%,1万,"9,623",3.55%,29,29,胖子多棒 (女声版片段) - 网络歌手
190,白色牛仔裤➕上衣，简单清爽！,487,20,41,常熟市王孟杰服装商行,612.5w,"1,984.5w",男 0.00%,https://www.iesdouyin.com/share/video/6851161296088435976/?region=CN&mid=6821801861566188296&u_code=1ld7ck67bkag&titleType=title,100.00% 女,卡曼娜 女士新款打底衫 均码：90-130斤,¥39.00,1.00%,1万,"9,623",3.55%,29,29,"1,2,3,4 (원,투,쓰리,포) - LEE HI"
191,从8个月开始培养宝宝自主进食，弯曲叉勺必不可少，一定要选材质安全，容易抓握的，这款买的49，今天居然9还宋盒子,425,23,37,4琦(五月妈),13.7w,168.4w,男 7.69%,https://www.iesdouyin.com/share/video/6851555888176565511/?region=CN&mid=6835534346401614606&u_code=0&titleType=title,92.31% 女,宝宝学吃饭训练勺短一岁儿童弯头勺子叉子可弯曲婴儿辅食餐具套装,¥9.00,60.00%,"9,317","4,663",14.29%,138,138,это ли счастье - 周林辉
192,宝宝八个月就可以训练自主进食了，选择好抓握的 360度可弯曲，奶瓶级pp材质的训练勺，今天只要9,394,8,28,圩圩麻麻,25.2w,186.9w,男 21.74%,https://www.iesdouyin.com/share/video/6851543170816216327/?region=CN&mid=6835840383335811848&u_code=0&titleType=title,78.26% 女,宝宝学吃饭训练勺短一岁儿童弯头勺子叉子可弯曲婴儿辅食餐具套装,¥9.00,60.00%,"9,317","4,663",14.29%,138,138,奶牛咖啡 (Original mix) - 林子于
193,飞机哥你们认识吗？赶快来直播间准备穿女装咯……#护颈仪 #直播带货,92,1,26,飞机哥,3.2w,9.4w,男 87.50%,https://www.iesdouyin.com/share/video/6850264404517244167/?region=CN&mid=6850264421122509576&u_code=0&titleType=title,12.50% 女,颈椎按摩器家用电动智能护颈仪脖子按摩神器脉冲里疗肩颈部按摩仪,¥12.90,40.16%,9.2万,5.8万,3.79%,371,371,Time Back - Bad Style
194,老板终于做一次人了唉，我太南了#颈椎按摩仪 #百亿剧好看计划,36,0,5,nikki 姐姐,2.2w,8.1w,男 100.00%,https://www.iesdouyin.com/share/video/6849640366371589388/?region=CN&mid=6840356994576091912&u_code=1e86db7ca084&titleType=title,0.00% 女,颈椎按摩器家用电动智能护颈仪脖子按摩神器脉冲里疗肩颈部按摩仪,¥12.90,40.16%,9.2万,5.8万,3.79%,371,371,你就是那无法替代 (热播版片段) - 奶茶妹妹
195,女人，后半生拼的不是丈夫，而是乐观坚强的心态，扎实过硬的技能和健康的身体，敬自己敬你们！@抖音小助手,307,0,54,笑非,29.1w,317.4w,男 39.13%,https://www.iesdouyin.com/share/video/6847824881141271815/?region=CN&mid=6840435858270309134&u_code=0&titleType=title,60.87% 女,颈椎按摩器家用电动智能护颈仪脖子按摩神器脉冲里疗肩颈部按摩仪,¥12.90,40.16%,9.2万,5.8万,3.79%,371,371,你是我拒绝别人的理由 (DJ版) - DQ奇、T呀！
196,十年前南非世界杯主题曲 十年最大的变化是之前我属羊 现在属驴！ 你呢？这十年你有变化么？@抖音小助手,253,3,42,笑非,29.1w,317.4w,男 50.00%,https://www.iesdouyin.com/share/video/6848412312353672461/?region=CN&mid=6846693340487568136&u_code=0&titleType=title,50.00% 女,颈椎按摩器家用电动智能护颈仪脖子按摩神器脉冲里疗肩颈部按摩仪,¥12.90,40.16%,9.2万,5.8万,3.79%,371,371,Waka Waka (This Time for Africa) - Shakira、Freshlyground
197,用了这个还没有女朋友，我把自己送给你，就怕用完车里太香，太招女孩子喜欢，车里坐不下哦#好物推荐@DOU+小助手,201,0,10,星星爱犯困🧸,"1,094",826,男 0.00%,https://www.iesdouyin.com/share/video/6849250514773822728/?region=CN&mid=6841830253430721294&u_code=0&titleType=title,100.00% 女,【限时优惠 秒杀中】法国进口原料香薰 家用车载固体香膏VI,¥29.90,20.00%,1万,"6,421",6.18%,3,3,活该 - 谌宥
198,#717抖音奇妙好物市集 宝宝们放心购买，都在加快速度给你们发货中，飞织休闲鞋#@抖音小助手 #热门,"1,358",12,19,常熟市飞飞鞋业商行,19.4w,58.9w,男 0.00%,https://www.iesdouyin.com/share/video/6849921375121968397/?region=CN&mid=6596272366257457933&u_code=4786i0h52jb5&titleType=title,100.00% 女,内增高飞织鞋,¥69.00,0.00%,1.1万,"6,739",3.26%,92,92,舞女 - 龙飘飘
199,福利来啦，不再为每天真理床单而烦恼啦,133,2,0,汤音,12.2w,51.3w,男 %,https://www.iesdouyin.com/share/video/6851794567662996751/?region=CN&mid=6851794569609448206&u_code=49b308lkfjh6&titleType=title,% 女,【蔷薇粉丝福利】席梦思保护套 床笠款全包床单,¥24.90,40.00%,"4,716","3,846",5.48%,6,6,月半弯好浪漫 (原版) - 蒋先生
